Date,Order ID,SKU,Transaction type,Payment Type,Payment Detail,Amount,Quantity,Product Title
21-Mar-16,105-3384140-3153034,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,105-3384140-3153034,BQ-4FEP-C3OH,Order Payment,Promo rebates,,$0.00,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,105-3384140-3153034,BQ-4FEP-C3OH,Order Payment,Promo rebates,,-$10.00,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-8194596-7173801,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,002-8194596-7173801,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,002-8194596-7173801,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,002-8194596-7173801,22-Q94M-YDGP,Order Payment,Product charges,,$24.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$1.50,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Promo rebates,,-$9.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,103-1823717-4520200,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,103-1823717-4520200,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,103-1823717-4520200,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,103-1823717-4520200,BQ-4FEP-C3OH,Order Payment,Amazon fees,Shipping Chargeback,-$4.07,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,103-1823717-4520200,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,103-1823717-4520200,BQ-4FEP-C3OH,Order Payment,Other,Shipping,$4.07,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,102-2379411-8821856,7W-PCJK-3BVK,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)
21-Mar-16,102-2379411-8821856,7W-PCJK-3BVK,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)
21-Mar-16,102-2379411-8821856,7W-PCJK-3BVK,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)
21-Mar-16,102-2379411-8821856,7W-PCJK-3BVK,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)
21-Mar-16,102-2379411-8821856,7W-PCJK-3BVK,Order Payment,Product charges,,$24.99,1,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)
21-Mar-16,002-2281496-5591401,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-2281496-5591401,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-2281496-5591401,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-2281496-5591401,BQ-4FEP-C3OH,Order Payment,Amazon fees,Shipping Chargeback,-$1.43,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-2281496-5591401,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,002-2281496-5591401,BQ-4FEP-C3OH,Order Payment,Other,Shipping,$1.43,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,102-7416906-0941808,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,102-7416906-0941808,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,102-7416906-0941808,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,102-7416906-0941808,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,104-9688974-9701807,BX-YPD9-FBE5,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Grey)"
21-Mar-16,104-9688974-9701807,BX-YPD9-FBE5,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Grey)"
21-Mar-16,104-9688974-9701807,BX-YPD9-FBE5,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Grey)"
21-Mar-16,104-9688974-9701807,BX-YPD9-FBE5,Order Payment,Amazon fees,Referral Fee on Item Price,-$2.55,,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Grey)"
21-Mar-16,104-9688974-9701807,BX-YPD9-FBE5,Order Payment,Product charges,,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Grey)"
21-Mar-16,113-3281153-7285816,32-P5XA-EGJY,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
21-Mar-16,113-3281153-7285816,32-P5XA-EGJY,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
21-Mar-16,113-3281153-7285816,32-P5XA-EGJY,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
21-Mar-16,113-3281153-7285816,32-P5XA-EGJY,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
21-Mar-16,113-3281153-7285816,32-P5XA-EGJY,Order Payment,Product charges,,$19.99,1,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)
21-Mar-16,115-8845843-2981056,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,115-8845843-2981056,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,115-8845843-2981056,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,115-8845843-2981056,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,102-0331191-1266660,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,102-0331191-1266660,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,102-0331191-1266660,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,102-0331191-1266660,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,112-6491716-0266618,BM-FTJM-SGD0,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,4 pack: High Grade Ceramic Coffee Mugs
21-Mar-16,112-6491716-0266618,BM-FTJM-SGD0,Order Payment,Product charges,,$19.99,1,4 pack: High Grade Ceramic Coffee Mugs
21-Mar-16,111-4178895-7674651,7W-PCJM-3BVK,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,111-4178895-7674651,7W-PCJM-3BVK,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,111-4178895-7674651,7W-PCJM-3BVK,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,111-4178895-7674651,7W-PCJM-3BVK,Order Payment,Amazon fees,Referral Fee on Item Price,-$1.87,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,111-4178895-7674651,7W-PCJM-3BVK,Order Payment,Product charges,,$24.99,1,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,111-4178895-7674651,7W-PCJM-3BVK,Order Payment,Promo rebates,,-$12.50,1,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,110-2785397-3504265,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-2785397-3504265,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-2785397-3504265,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-2785397-3504265,22-Q94M-YDGP,Order Payment,Product charges,,$24.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-1444662-6159412,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-1444662-6159412,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-1444662-6159412,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-1444662-6159412,22-Q94M-YDGP,Order Payment,Product charges,,$24.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-1444662-6159412,22-Q94M-YDGP,Order Payment,Promo rebates,,$0.00,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-1444662-6159412,22-Q94M-YDGP,Order Payment,Promo rebates,Shipping,-$3.15,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,110-1444662-6159412,22-Q94M-YDGP,Order Payment,Other,Shipping,$3.15,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
21-Mar-16,111-7536336-6109813,MD-86QZ-5W4G,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)
21-Mar-16,111-7536336-6109813,MD-86QZ-5W4G,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)
21-Mar-16,111-7536336-6109813,MD-86QZ-5W4G,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)
21-Mar-16,111-7536336-6109813,MD-86QZ-5W4G,Order Payment,Amazon fees,Referral Fee on Item Price,-$1.50,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)
21-Mar-16,111-7536336-6109813,MD-86QZ-5W4G,Order Payment,Product charges,,$19.99,1,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)
21-Mar-16,111-7536336-6109813,MD-86QZ-5W4G,Order Payment,Promo rebates,,-$10.00,1,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)
21-Mar-16,112-4110059-4302658,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,112-4110059-4302658,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,112-4110059-4302658,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,112-4110059-4302658,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
21-Mar-16,106-2755912-3963406,7W-PCJM-3BVK,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,106-2755912-3963406,7W-PCJM-3BVK,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,106-2755912-3963406,7W-PCJM-3BVK,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,106-2755912-3963406,7W-PCJM-3BVK,Order Payment,Amazon fees,Referral Fee on Item Price,-$1.87,,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,106-2755912-3963406,7W-PCJM-3BVK,Order Payment,Product charges,,$24.99,1,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
21-Mar-16,106-2755912-3963406,7W-PCJM-3BVK,Order Payment,Promo rebates,,-$12.50,1,Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)
20-Mar-16,105-0968985-2741001,CW-OXZZ-VE7M,Order Payment,Amazon fees,FBA Order Handling Fee,-$1.00,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)
20-Mar-16,105-0968985-2741001,CW-OXZZ-VE7M,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$1.06,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)
20-Mar-16,105-0968985-2741001,CW-OXZZ-VE7M,Order Payment,Amazon fees,FBA Weight Handling Fee,-$0.96,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)
20-Mar-16,105-0968985-2741001,CW-OXZZ-VE7M,Order Payment,Amazon fees,Referral Fee on Item Price,-$1.50,,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)
20-Mar-16,105-0968985-2741001,CW-OXZZ-VE7M,Order Payment,Product charges,,$19.99,1,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)
20-Mar-16,105-0968985-2741001,CW-OXZZ-VE7M,Order Payment,Promo rebates,,-$10.00,1,Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)
20-Mar-16,112-1047741-5257047,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,112-1047741-5257047,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,112-1047741-5257047,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,112-1047741-5257047,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,111-6291427-5329065,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,111-6291427-5329065,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,111-6291427-5329065,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,111-6291427-5329065,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$1.50,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,002-7670210-5106617,BQ-4FEP-C3OH,Order Payment,Promo rebates,,-$10.00,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,109-8705917-4060201,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,109-8705917-4060201,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,109-8705917-4060201,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,109-8705917-4060201,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,002-2576583-4245847,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,002-2576583-4245847,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,002-2576583-4245847,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,002-2576583-4245847,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,109-0871589-4861036,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,109-0871589-4861036,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,109-0871589-4861036,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,109-0871589-4861036,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,113-5714078-2917822,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
20-Mar-16,113-5714078-2917822,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
20-Mar-16,113-5714078-2917822,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
20-Mar-16,113-5714078-2917822,22-Q94M-YDGP,Order Payment,Product charges,,$24.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
20-Mar-16,102-1266036-6290642,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,102-1266036-6290642,BQ-4FEP-C3OH,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,102-1266036-6290642,BQ-4FEP-C3OH,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.00,,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,102-1266036-6290642,BQ-4FEP-C3OH,Order Payment,Product charges,,$19.99,1,Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches
20-Mar-16,109-9756501-1956254,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
20-Mar-16,109-9756501-1956254,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Weight Handling Fee,-$3.62,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
20-Mar-16,109-9756501-1956254,22-Q94M-YDGP,Order Payment,Amazon fees,Referral Fee on Item Price,-$3.75,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
20-Mar-16,109-9756501-1956254,22-Q94M-YDGP,Order Payment,Product charges,,$24.99,1,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
20-Mar-16,105-6069764-6941841,22-Q94M-YDGP,Order Payment,Amazon fees,FBA Pick & Pack Fee,-$4.09,,Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow
